Date,USD,VIX
4/7/1998,309.20,23.66
4/8/1998,308.80,23.17
4/9/1998,307.65,21.51
4/10/1998,307.65,21.51
4/13/1998,307.65,22.77
4/14/1998,309.50,21.61
4/15/1998,307.20,20.89
4/16/1998,306.30,22.06
4/17/1998,308.45,20.76
4/20/1998,307.45,20.39
4/21/1998,307.50,19.91
4/22/1998,312.80,19.44
4/23/1998,312.75,20.60
4/24/1998,313.15,21.97
4/27/1998,309.65,26.09
4/28/1998,308.45,24.17
4/29/1998,308.25,22.78
4/30/1998,310.70,21.18
5/1/1998,306.90,19.34
5/4/1998,306.90,20.32
5/5/1998,303.80,21.46
5/6/1998,301.00,22.79
5/7/1998,298.10,23.39
5/8/1998,300.40,20.57
5/11/1998,298.90,21.05
5/12/1998,299.35,20.98
5/13/1998,299.10,20.44
5/14/1998,296.15,19.64
5/15/1998,300.90,20.44
5/18/1998,300.30,21.69
5/19/1998,299.70,20.39
5/20/1998,299.60,19.89
5/21/1998,300.60,19.38
5/22/1998,299.80,18.99
5/25/1998,299.80,18.99
5/26/1998,297.95,22.07
5/27/1998,292.75,22.59
5/28/1998,294.00,20.74
5/29/1998,293.60,21.32
6/1/1998,288.75,22.83
6/2/1998,291.45,22.00
6/3/1998,292.40,22.85
6/4/1998,292.80,21.22
6/5/1998,290.70,19.78
6/8/1998,291.70,20.58
6/9/1998,297.60,20.52
6/10/1998,293.00,21.48
6/11/1998,290.30,23.57
6/12/1998,288.15,22.78
6/15/1998,285.85,25.94
6/16/1998,287.00,24.80
6/17/1998,290.90,22.89
6/18/1998,292.45,22.40
6/19/1998,297.75,21.92
6/22/1998,295.15,21.94
6/23/1998,294.45,20.17
6/24/1998,293.85,20.02
6/25/1998,293.15,20.25
6/26/1998,293.65,19.36
6/29/1998,293.65,19.57
6/30/1998,296.30,19.71
7/1/1998,296.80,18.00
7/2/1998,294.05,17.67
7/3/1998,294.60,17.67
7/6/1998,293.25,18.63
7/7/1998,293.75,18.62
7/8/1998,292.00,17.82
7/9/1998,291.80,18.16
7/10/1998,290.60,17.92
7/13/1998,291.50,18.26
7/14/1998,293.35,17.88
7/15/1998,293.15,17.89
7/16/1998,294.95,16.97
7/17/1998,293.80,16.23
7/20/1998,294.85,17.34
7/21/1998,294.90,20.10
7/22/1998,293.95,20.32
7/23/1998,293.30,23.01
7/24/1998,294.60,23.01
7/27/1998,290.65,23.13
7/28/1998,290.60,25.25
7/29/1998,290.75,24.79
7/30/1998,290.00,22.66
7/31/1998,288.85,24.80
8/3/1998,286.15,25.98
8/4/1998,286.10,31.06
8/5/1998,287.90,29.83
8/6/1998,287.80,28.20
8/7/1998,285.70,27.02
8/10/1998,285.60,28.75
8/11/1998,284.80,31.91
8/12/1998,285.05,28.55
8/13/1998,283.40,29.92
8/14/1998,284.40,34.34
8/17/1998,284.15,31.86
8/18/1998,284.25,28.40
8/19/1998,285.50,28.69
8/20/1998,285.30,30.00
8/21/1998,283.50,33.14
8/24/1998,284.50,31.80
8/25/1998,283.05,30.33
8/26/1998,283.15,31.14
8/27/1998,278.50,38.55
8/28/1998,273.40,39.60
8/31/1998,273.40,44.28
9/1/1998,279.00,36.48
9/2/1998,280.15,36.76
9/3/1998,279.15,41.43
9/4/1998,285.00,43.31
9/7/1998,288.25,43.31
9/8/1998,285.40,37.90
9/9/1998,283.45,39.66
9/10/1998,290.50,45.29
9/11/1998,293.35,43.74
9/14/1998,290.20,38.57
9/15/1998,290.65,36.58
9/16/1998,288.25,35.94
9/17/1998,290.50,39.23
9/18/1998,290.10,38.63
9/21/1998,292.95,38.58
9/22/1998,288.90,36.62
9/23/1998,288.90,32.47
9/24/1998,292.70,34.66
9/25/1998,298.10,34.55
9/28/1998,292.25,34.87
9/29/1998,296.00,36.08
9/30/1998,293.85,40.95
10/1/1998,297.60,43.48
10/2/1998,300.80,40.47
10/5/1998,298.75,42.81
10/6/1998,294.65,41.20
10/7/1998,298.00,43.51
10/8/1998,300.25,45.74
10/9/1998,298.70,42.20
10/12/1998,296.45,40.07
10/13/1998,295.55,40.23
10/14/1998,295.30,38.96
10/15/1998,298.15,33.34
10/16/1998,297.95,34.82
10/19/1998,298.55,33.13
10/20/1998,295.40,33.11
10/21/1998,295.25,33.21
10/22/1998,292.90,31.53
10/23/1998,292.25,32.27
10/26/1998,291.45,32.38
10/27/1998,293.00,32.95
10/28/1998,293.15,32.42
10/29/1998,294.00,29.50
10/30/1998,292.30,28.05
11/2/1998,292.70,27.26
11/3/1998,288.60,27.76
11/4/1998,289.40,27.37
11/5/1998,290.60,26.01
11/6/1998,293.30,25.70
11/9/1998,292.05,28.09
11/10/1998,292.25,28.17
11/11/1998,293.50,28.47
11/12/1998,294.45,29.28
11/13/1998,297.10,29.03
11/16/1998,294.85,28.90
11/17/1998,293.80,27.95
11/18/1998,296.50,27.13
11/19/1998,296.35,25.50
11/20/1998,295.60,22.47
11/23/1998,295.50,21.84
11/24/1998,296.45,23.28
11/25/1998,296.30,22.15
11/26/1998,296.40,22.15
11/27/1998,296.15,22.09
11/30/1998,294.70,26.01
12/1/1998,293.30,24.97
12/2/1998,294.15,25.43
12/3/1998,292.85,28.70
12/4/1998,292.30,25.31
12/7/1998,295.55,24.90
12/8/1998,294.40,25.58
12/9/1998,294.20,25.66
12/10/1998,293.95,26.81
12/11/1998,290.80,27.72
12/14/1998,291.40,31.31
12/15/1998,292.55,29.42
12/16/1998,294.10,29.96
12/17/1998,293.30,27.96
12/18/1998,291.60,25.04
12/21/1998,289.65,23.86
12/22/1998,287.25,22.78
12/23/1998,285.80,20.21
12/24/1998,285.80,21.48
12/25/1998,285.80,21.48
12/28/1998,285.80,23.50
12/29/1998,286.95,22.18
12/30/1998,287.80,23.34
12/31/1998,287.80,24.42
1/1/1999,287.80,24.42
1/4/1999,287.15,26.17
1/5/1999,287.15,24.46
1/6/1999,287.65,23.34
1/7/1999,289.95,24.37
1/8/1999,290.90,23.28
1/11/1999,291.15,25.46
1/12/1999,289.80,28.10
1/13/1999,285.45,30.11
1/14/1999,285.65,32.98
1/15/1999,285.95,29.24
1/18/1999,286.75,29.24
1/19/1999,286.50,29.24
1/20/1999,286.00,28.60
1/21/1999,287.75,30.92
1/22/1999,287.00,31.95
1/25/1999,287.70,31.13
1/26/1999,287.10,29.23
1/27/1999,283.80,29.73
1/28/1999,283.55,28.11
1/29/1999,285.40,26.25
2/1/1999,286.90,27.67
2/2/1999,288.55,28.16
2/3/1999,286.85,27.88
2/4/1999,287.25,29.48
2/5/1999,289.40,29.67
2/8/1999,288.85,30.27
2/9/1999,287.00,31.36
2/10/1999,288.20,30.45
2/11/1999,287.30,27.42
2/12/1999,289.15,29.76
2/15/1999,289.20,29.76
2/16/1999,285.30,29.65
2/17/1999,285.75,30.65
2/18/1999,285.70,30.45
2/19/1999,286.35,29.30
2/22/1999,287.20,25.87
2/23/1999,286.70,26.49
2/24/1999,287.40,27.21
2/25/1999,286.45,28.01
2/26/1999,287.05,27.88
3/1/1999,286.70,28.37
3/2/1999,288.25,29.22
3/3/1999,285.95,29.04
3/4/1999,287.70,26.67
3/5/1999,287.90,24.08
3/8/1999,289.50,24.54
3/9/1999,292.95,25.02
3/10/1999,291.80,24.79
3/11/1999,294.00,24.37
3/12/1999,292.50,24.84
3/15/1999,289.70,25.24
3/16/1999,283.00,25.15
3/17/1999,284.70,25.57
3/18/1999,283.70,24.13
3/19/1999,283.70,24.32
3/22/1999,284.30,25.00
3/23/1999,284.10,27.27
3/24/1999,284.25,26.60
3/25/1999,283.40,24.33
3/26/1999,279.80,24.04
3/29/1999,280.15,23.54
3/30/1999,279.60,22.73
3/31/1999,279.45,23.26
4/1/1999,280.55,22.06
4/2/1999,280.55,22.06
4/5/1999,280.55,22.19
4/6/1999,278.50,22.65
4/7/1999,280.15,22.81
4/8/1999,281.00,22.59
4/9/1999,280.60,21.77
4/12/1999,283.20,21.93
4/13/1999,283.45,22.73
4/14/1999,283.40,24.94
4/15/1999,283.65,23.93
4/16/1999,284.20,23.90
4/19/1999,284.20,26.42
4/20/1999,284.35,25.02
4/21/1999,283.25,23.31
4/22/1999,283.40,22.62
4/23/1999,283.30,22.76
4/26/1999,281.50,23.53
4/27/1999,281.05,23.36
4/28/1999,283.00,24.40
4/29/1999,283.00,25.06
4/30/1999,286.60,25.07
5/3/1999,286.60,24.15
5/4/1999,285.30,25.62
5/5/1999,286.00,25.19
5/6/1999,287.95,27.44
5/7/1999,282.40,25.36
5/10/1999,278.00,26.62
5/11/1999,279.45,25.62
5/12/1999,277.55,26.13
5/13/1999,277.85,25.02
5/14/1999,276.00,26.86
5/17/1999,276.10,27.28
5/18/1999,275.05,27.26
5/19/1999,272.50,25.08
5/20/1999,274.00,24.46
5/21/1999,273.30,24.40
5/24/1999,272.20,27.62
5/25/1999,271.70,28.90
5/26/1999,269.50,27.57
5/27/1999,268.95,28.12
5/28/1999,268.60,25.39
5/31/1999,268.60,25.39
6/1/1999,266.85,26.62
6/2/1999,267.15,26.21
6/3/1999,264.75,26.20
6/4/1999,265.30,23.43
6/7/1999,265.60,23.78
6/8/1999,262.35,24.02
6/9/1999,261.30,23.90
6/10/1999,258.60,25.32
6/11/1999,259.70,25.90
6/14/1999,260.35,26.51
6/15/1999,260.00,25.91
6/16/1999,258.70,22.40
6/17/1999,258.15,21.95
6/18/1999,258.95,21.75
6/21/1999,259.30,21.81
6/22/1999,258.55,21.70
6/23/1999,259.15,21.32
6/24/1999,260.15,23.06
6/25/1999,260.70,21.76
6/28/1999,260.30,22.63
6/29/1999,262.00,22.51
6/30/1999,261.00,21.09
7/1/1999,262.60,19.69
7/2/1999,263.10,18.66
7/5/1999,261.80,18.66
7/6/1999,257.60,20.73
7/7/1999,257.10,20.35
7/8/1999,257.20,20.24
7/9/1999,257.30,17.96
7/12/1999,256.00,19.73
7/13/1999,254.65,19.95
7/14/1999,255.25,19.71
7/15/1999,253.30,18.68
7/16/1999,255.65,17.42
7/19/1999,253.95,19.07
7/20/1999,252.80,21.79
7/21/1999,254.50,21.46
7/22/1999,253.95,23.05
7/23/1999,255.30,23.32
7/26/1999,253.50,24.98
7/27/1999,254.60,23.23
7/28/1999,254.10,22.85
7/29/1999,253.90,24.52
7/30/1999,255.60,24.64
8/2/1999,255.35,25.59
8/3/1999,256.00,26.27
8/4/1999,255.85,27.40
8/5/1999,256.00,27.01
8/6/1999,255.75,26.60
8/9/1999,256.50,27.66
8/10/1999,256.50,28.45
8/11/1999,257.75,25.39
8/12/1999,260.30,25.03
8/13/1999,260.45,22.31
8/16/1999,259.00,23.07
8/17/1999,259.65,21.67
8/18/1999,261.30,23.30
8/19/1999,258.00,24.39
8/20/1999,258.25,22.95
8/23/1999,255.90,22.55
8/24/1999,253.40,22.40
8/25/1999,252.85,20.96
8/26/1999,253.15,21.21
8/27/1999,253.80,21.83
8/30/1999,253.80,24.63
8/31/1999,254.80,24.45
9/1/1999,254.70,22.93
9/2/1999,254.20,24.53
9/3/1999,254.40,20.98
9/6/1999,254.60,20.98
9/7/1999,255.60,23.44
9/8/1999,256.15,23.82
9/9/1999,256.90,23.01
9/10/1999,256.00,22.03
9/13/1999,256.30,22.89
9/14/1999,256.75,23.77
9/15/1999,257.15,24.56
9/16/1999,255.90,25.25
9/17/1999,255.10,23.30
9/20/1999,255.40,24.03
9/21/1999,258.85,25.65
9/22/1999,263.40,25.19
9/23/1999,264.35,27.84
9/24/1999,270.00,27.79
9/27/1999,281.10,26.40
9/28/1999,301.50,26.06
9/29/1999,307.00,26.49
9/30/1999,299.00,25.41
10/1/1999,307.50,24.93
10/4/1999,312.75,24.46
10/5/1999,325.50,24.79
10/6/1999,318.25,22.06
10/7/1999,323.50,23.58
10/8/1999,323.25,20.49
10/11/1999,317.75,20.63
10/12/1999,320.25,22.84
10/13/1999,321.75,25.96
10/14/1999,321.00,26.05
10/15/1999,315.75,28.75
10/18/1999,311.75,28.19
10/19/1999,309.50,26.56
10/20/1999,307.00,23.90
10/21/1999,302.85,24.02
10/22/1999,302.40,21.64
10/25/1999,302.00,23.60
10/26/1999,296.40,24.26
10/27/1999,290.60,24.20
10/28/1999,296.25,21.34
10/29/1999,299.10,22.20
11/1/1999,291.35,22.09
11/2/1999,290.75,23.10
11/3/1999,291.00,23.16
11/4/1999,290.60,23.00
11/5/1999,289.70,21.66
11/8/1999,288.25,21.87
11/9/1999,290.75,22.70
11/10/1999,295.75,22.26
11/11/1999,296.00,22.07
11/12/1999,291.25,21.65
11/15/1999,290.90,22.74
11/16/1999,294.25,20.73
11/17/1999,293.65,20.96
11/18/1999,293.60,19.76
11/19/1999,293.75,19.11
11/22/1999,294.90,19.98
11/23/1999,297.25,21.00
11/24/1999,297.50,20.26
11/25/1999,298.40,20.26
11/26/1999,296.85,22.33
11/29/1999,292.25,23.57
11/30/1999,291.35,24.18
12/1/1999,289.15,22.23
12/2/1999,286.00,21.77
12/3/1999,282.75,19.32
12/6/1999,276.10,20.58
12/7/1999,279.25,21.09
12/8/1999,280.95,21.25
12/9/1999,279.00,21.19
12/10/1999,280.65,21.48
12/13/1999,279.50,21.72
12/14/1999,279.25,23.06
12/15/1999,280.05,22.03
12/16/1999,280.30,21.91
12/17/1999,284.15,21.35
12/20/1999,284.25,23.78
12/21/1999,282.75,22.66
12/22/1999,285.75,22.43
12/23/1999,287.30,21.12
12/24/1999,287.30,21.12
12/27/1999,287.30,23.07
12/28/1999,287.30,22.97
12/29/1999,290.90,23.09
12/30/1999,290.25,24.76
12/31/1999,290.25,24.64
1/3/2000,290.25,24.21
1/4/2000,281.50,27.01
1/5/2000,280.45,26.41
1/6/2000,279.40,25.73
1/7/2000,282.10,21.72
1/10/2000,281.60,21.71
1/11/2000,282.25,22.50
1/12/2000,282.25,22.84
1/13/2000,282.10,21.71
1/14/2000,283.30,19.66
1/17/2000,285.35,19.66
1/18/2000,285.80,21.50
1/19/2000,287.65,21.72
1/20/2000,288.10,21.75
1/21/2000,287.75,20.82
1/24/2000,287.20,24.07
1/25/2000,288.00,23.02
1/26/2000,285.90,23.03
1/27/2000,285.55,23.54
1/28/2000,286.75,26.14
1/31/2000,283.30,24.95
2/1/2000,283.00,23.45
2/2/2000,285.60,23.12
2/3/2000,285.05,22.01
2/4/2000,293.65,21.54
2/7/2000,312.70,22.79
2/8/2000,296.25,21.25
2/9/2000,308.60,22.90
2/10/2000,309.00,23.07
2/11/2000,311.50,24.42
2/14/2000,308.35,24.38
2/15/2000,304.25,22.92
2/16/2000,302.50,23.51
2/17/2000,304.75,23.17
2/18/2000,303.55,26.00
2/21/2000,305.25,26.00
2/22/2000,302.25,25.86
2/23/2000,302.00,23.89
2/24/2000,298.75,24.38
2/25/2000,294.00,25.20
2/28/2000,292.50,24.68
2/29/2000,293.65,23.37
3/1/2000,292.90,21.64
3/2/2000,289.90,21.06
3/3/2000,288.50,19.21
3/6/2000,288.80,21.50
3/7/2000,289.75,24.31
3/8/2000,291.20,23.82
3/9/2000,290.50,22.21
3/10/2000,290.25,21.24
3/13/2000,290.65,22.85
3/14/2000,288.75,24.41
3/15/2000,289.15,22.34
3/16/2000,287.35,20.77
3/17/2000,283.90,22.37
3/20/2000,285.75,22.96
3/21/2000,285.15,21.70
3/22/2000,287.80,21.49
3/23/2000,284.75,22.26
3/24/2000,284.85,23.31
3/27/2000,284.15,24.53
3/28/2000,280.65,24.86
3/29/2000,279.75,24.10
3/30/2000,275.75,25.47
3/31/2000,276.75,24.11
4/3/2000,277.50,24.03
4/4/2000,276.85,27.12
4/5/2000,281.30,28.41
4/6/2000,279.35,27.15
4/7/2000,280.15,24.39
4/10/2000,282.25,25.99
4/11/2000,282.50,27.25
4/12/2000,280.40,28.98
4/13/2000,281.40,29.40
4/14/2000,282.00,33.49
4/17/2000,281.75,28.95
4/18/2000,281.10,26.12
4/19/2000,281.35,27.02
4/20/2000,279.85,25.85
4/21/2000,279.85,25.85
4/24/2000,279.85,27.37
4/25/2000,279.50,25.24
4/26/2000,276.20,26.97
4/27/2000,276.00,26.19
4/28/2000,275.05,26.20
5/1/2000,275.05,25.88
5/2/2000,275.45,28.50
5/3/2000,275.60,31.63
5/4/2000,280.00,30.77
5/5/2000,280.75,27.53
5/8/2000,277.90,28.20
5/9/2000,276.30,28.93
5/10/2000,277.60,29.87
5/11/2000,276.75,27.76
5/12/2000,276.65,26.05
5/15/2000,275.05,24.86
5/16/2000,276.00,24.34
5/17/2000,273.10,23.98
5/18/2000,272.80,23.96
5/19/2000,273.15,25.44
5/22/2000,274.00,26.00
5/23/2000,274.05,25.87
5/24/2000,273.70,24.32
5/25/2000,273.35,24.58
5/26/2000,271.30,24.47
5/29/2000,271.30,24.47
5/30/2000,273.15,23.62
5/31/2000,272.25,23.65
6/1/2000,272.50,22.36
6/2/2000,281.60,21.48
6/5/2000,283.25,22.71
6/6/2000,288.40,23.05
6/7/2000,284.10,22.48
6/8/2000,285.75,22.77
6/9/2000,284.40,22.14
6/12/2000,284.60,22.32
6/13/2000,291.50,21.67
6/14/2000,287.15,21.48
6/15/2000,287.40,20.68
6/16/2000,290.10,20.50
6/19/2000,285.90,20.63
6/20/2000,286.20,20.88
6/21/2000,286.05,20.61
6/22/2000,287.65,22.00
6/23/2000,285.80,22.34
6/26/2000,284.05,22.45
6/27/2000,283.80,21.80
6/28/2000,288.00,20.29
6/29/2000,289.75,19.70
6/30/2000,288.15,19.54
7/3/2000,287.65,19.83
7/4/2000,286.50,19.83
7/5/2000,286.85,21.16
7/6/2000,284.90,20.94
7/7/2000,282.85,19.22
7/10/2000,284.10,20.33
7/11/2000,282.85,20.11
7/12/2000,279.95,20.03
7/13/2000,280.80,20.03
7/14/2000,280.25,19.32
7/17/2000,282.45,19.45
7/18/2000,282.75,19.75
7/19/2000,279.20,19.65
7/20/2000,279.35,18.94
7/21/2000,279.30,18.94
7/24/2000,279.75,19.92
7/25/2000,279.70,19.39
7/26/2000,279.40,19.67
7/27/2000,279.85,19.60
7/28/2000,278.10,20.84
7/31/2000,276.75,20.74
8/1/2000,277.60,20.55
8/2/2000,277.60,20.00
8/3/2000,275.50,19.99
8/4/2000,273.95,18.62
8/7/2000,273.20,19.03
8/8/2000,273.10,18.79
8/9/2000,272.00,19.18
8/10/2000,272.20,19.19
8/11/2000,272.70,18.55
8/14/2000,275.45,17.88
8/15/2000,274.15,17.98
8/16/2000,276.35,18.02
8/17/2000,277.20,17.48
8/18/2000,275.60,17.05
8/21/2000,274.60,17.35
8/22/2000,273.40,17.47
8/23/2000,273.15,17.38
8/24/2000,272.60,17.04
8/25/2000,273.65,16.53
8/28/2000,273.65,16.54
8/29/2000,274.00,16.89
8/30/2000,273.30,17.69
8/31/2000,277.00,16.84
9/1/2000,277.00,17.53
9/4/2000,276.65,17.53
9/5/2000,275.00,19.82
9/6/2000,274.15,20.79
9/7/2000,272.70,19.42
9/8/2000,272.75,18.46
9/11/2000,272.55,18.40
9/12/2000,274.65,18.59
9/13/2000,272.50,18.32
9/14/2000,273.10,18.26
9/15/2000,272.60,18.52
9/18/2000,273.00,20.25
9/19/2000,271.85,19.54
9/20/2000,271.40,19.93
9/21/2000,269.50,20.18
9/22/2000,273.95,20.74
9/25/2000,272.85,21.41
9/26/2000,274.85,21.88
9/27/2000,276.15,21.67
9/28/2000,276.40,19.47
9/29/2000,273.65,20.57
10/2/2000,273.10,21.23
10/3/2000,272.10,21.85
10/4/2000,271.35,21.54
10/5/2000,270.40,21.03
10/6/2000,270.00,22.71
10/9/2000,270.00,24.02
10/10/2000,270.50,24.86
10/11/2000,272.75,26.57
10/12/2000,274.00,30.51
10/13/2000,273.25,27.60
10/16/2000,271.60,26.79
10/17/2000,270.25,27.84
10/18/2000,272.00,28.72
10/19/2000,270.30,25.09
10/20/2000,270.45,24.24
10/23/2000,271.45,24.69
10/24/2000,270.20,24.28
10/25/2000,266.80,26.65
10/26/2000,266.40,28.62
10/27/2000,263.80,26.47
10/30/2000,264.75,25.46
10/31/2000,264.50,23.63
11/1/2000,265.50,24.28
11/2/2000,264.85,23.92
11/3/2000,264.65,23.67
11/6/2000,265.70,24.52
11/7/2000,265.50,24.91
11/8/2000,264.10,25.66
11/9/2000,264.65,27.20
11/10/2000,264.85,28.53
11/13/2000,264.85,29.06
11/14/2000,264.95,26.81
11/15/2000,264.60,26.15
11/16/2000,266.70,25.05
11/17/2000,265.25,24.81
11/20/2000,266.15,27.43
11/21/2000,266.15,26.62
11/22/2000,266.15,27.71
11/23/2000,265.70,27.71
11/24/2000,265.55,26.00
11/27/2000,268.15,26.93
11/28/2000,269.95,27.64
11/29/2000,269.10,27.49
11/30/2000,269.10,29.65
12/1/2000,269.20,27.48
12/4/2000,270.70,27.78
12/5/2000,270.80,24.99
12/6/2000,271.60,25.07
12/7/2000,273.90,25.34
12/8/2000,272.95,22.41
12/11/2000,270.70,23.51
12/12/2000,270.75,24.88
12/13/2000,269.60,23.63
12/14/2000,269.30,24.86
12/15/2000,270.35,26.55
12/18/2000,270.20,27.70
12/19/2000,269.55,27.17
12/20/2000,272.45,31.74
12/21/2000,273.10,29.66
12/22/2000,273.10,27.55
12/25/2000,273.10,27.55
12/26/2000,273.10,28.73
12/27/2000,275.05,28.14
12/28/2000,274.45,26.57
12/29/2000,274.45,26.85
1/1/2001,274.45,26.85
1/2/2001,271.10,29.99
1/3/2001,267.15,26.60
1/4/2001,267.10,26.97
1/5/2001,267.40,28.67
1/8/2001,268.30,29.84
1/9/2001,267.00,27.99
1/10/2001,266.30,26.80
1/11/2001,264.15,25.79
1/12/2001,263.70,24.56
1/15/2001,263.50,24.56
1/16/2001,264.45,25.28
1/17/2001,263.50,24.93
1/18/2001,264.90,23.37
1/19/2001,264.90,23.24
1/22/2001,266.15,23.25
1/23/2001,266.10,21.57
1/24/2001,264.25,22.03
1/25/2001,264.90,22.64
1/26/2001,263.55,22.57
1/29/2001,262.85,22.61
1/30/2001,264.95,22.57
1/31/2001,264.50,22.02
2/1/2001,267.65,21.66
2/2/2001,266.70,21.95
2/5/2001,265.45,22.19
2/6/2001,262.70,21.98
2/7/2001,263.15,21.67
2/8/2001,262.95,21.46
2/9/2001,259.90,22.03
2/12/2001,261.10,21.92
2/13/2001,260.75,21.37
2/14/2001,260.25,21.52
2/15/2001,258.55,20.27
2/16/2001,257.45,22.12
2/19/2001,259.45,22.12
2/20/2001,256.25,24.69
2/21/2001,257.50,25.75
2/22/2001,258.85,26.76
2/23/2001,260.45,27.21
2/26/2001,263.20,25.43
2/27/2001,268.30,26.49
2/28/2001,266.70,28.35
3/1/2001,266.35,28.08
3/2/2001,263.10,27.43
3/5/2001,262.50,27.12
3/6/2001,261.85,25.89
3/7/2001,260.65,24.12
3/8/2001,263.65,24.29
3/9/2001,269.80,25.62
3/12/2001,272.50,30.32
3/13/2001,269.30,27.55
3/14/2001,263.85,29.61
3/15/2001,262.05,28.56
3/16/2001,260.70,29.91
3/19/2001,260.55,29.78
3/20/2001,261.55,30.96
3/21/2001,262.00,31.93
3/22/2001,261.15,32.84
3/23/2001,262.85,30.45
3/26/2001,262.20,29.04
3/27/2001,262.00,27.04
3/28/2001,260.15,28.58
3/29/2001,260.15,29.17
3/30/2001,257.70,28.64
4/2/2001,255.95,31.21
4/3/2001,257.10,34.72
4/4/2001,259.45,34.07
4/5/2001,258.10,29.94
4/6/2001,258.80,31.69
4/9/2001,259.00,31.91
4/10/2001,256.65,29.44
4/11/2001,257.70,28.46
4/12/2001,259.25,26.12
4/13/2001,259.25,26.12
4/16/2001,259.25,26.33
4/17/2001,260.55,25.61
4/18/2001,258.85,24.13
4/19/2001,263.10,24.16
4/20/2001,263.85,25.38
4/23/2001,262.60,28.16
4/24/2001,263.40,28.49
4/25/2001,263.50,27.40
4/26/2001,263.50,25.96
4/27/2001,264.60,24.02
4/30/2001,263.15,25.48
5/1/2001,264.00,24.20
5/2/2001,263.95,24.23
5/3/2001,266.40,25.78
5/4/2001,266.60,23.91
5/7/2001,266.60,24.86
5/8/2001,265.20,24.44
5/9/2001,267.85,24.35
5/10/2001,268.45,24.00
5/11/2001,269.05,23.54
5/14/2001,268.35,24.26
5/15/2001,266.60,23.71
5/16/2001,270.90,21.89
5/17/2001,274.00,21.47
5/18/2001,273.00,21.23
5/21/2001,291.25,20.76
5/22/2001,284.15,21.35
5/23/2001,283.15,22.08
5/24/2001,286.05,20.57
5/25/2001,276.25,20.60
5/28/2001,276.25,20.60
5/29/2001,275.75,22.14
5/30/2001,271.00,22.76
5/31/2001,267.50,22.64
6/1/2001,265.40,21.59
6/4/2001,266.50,21.38
6/5/2001,265.70,19.58
6/6/2001,265.50,20.39
6/7/2001,266.10,19.67
6/8/2001,267.00,19.92
6/11/2001,268.50,20.70
6/12/2001,269.90,20.70
6/13/2001,271.95,21.45
6/14/2001,272.40,23.12
6/15/2001,272.20,22.81
6/18/2001,272.00,23.17
6/19/2001,273.40,22.34
6/20/2001,271.50,21.71
6/21/2001,271.70,19.38
6/22/2001,273.30,20.02
6/25/2001,272.90,20.67
6/26/2001,274.00,21.20
6/27/2001,274.80,20.88
6/28/2001,269.50,20.01
6/29/2001,270.60,19.06
7/2/2001,268.35,18.76
7/3/2001,268.50,18.92
7/4/2001,267.60,18.92
7/5/2001,266.30,20.09
7/6/2001,265.10,21.63
7/9/2001,266.10,22.48
7/10/2001,267.45,23.25
7/11/2001,267.55,24.01
7/12/2001,266.30,22.09
7/13/2001,266.35,21.14
7/16/2001,268.25,22.91
7/17/2001,267.60,22.61
7/18/2001,268.55,23.60
7/19/2001,270.30,22.51
7/20/2001,269.70,22.34
7/23/2001,268.70,23.74
7/24/2001,268.75,25.24
7/25/2001,268.40,24.00
7/26/2001,267.50,23.01
7/27/2001,266.15,22.00
7/30/2001,266.30,22.69
7/31/2001,265.90,21.62
8/1/2001,267.35,20.56
8/2/2001,267.00,20.09
8/3/2001,267.85,19.89
8/6/2001,267.20,21.89
8/7/2001,266.45,21.01
8/8/2001,266.40,22.32
8/9/2001,270.00,21.75
8/10/2001,275.80,20.55
8/13/2001,275.60,20.42
8/14/2001,274.50,20.48
8/15/2001,275.35,20.91
8/16/2001,275.90,21.54
8/17/2001,277.45,23.84
8/20/2001,276.65,22.87
8/21/2001,276.30,24.40
8/22/2001,275.85,22.44
8/23/2001,274.85,22.23
8/24/2001,272.80,19.71
8/27/2001,272.80,20.56
8/28/2001,271.05,22.00
8/29/2001,272.85,23.03
8/30/2001,272.30,25.41
8/31/2001,273.00,24.92
9/3/2001,273.35,24.92
9/4/2001,272.30,25.85
9/5/2001,271.30,26.35
9/6/2001,272.05,28.61
9/7/2001,273.60,30.99
9/10/2001,271.50,31.84
9/11/2001,287.00,31.84
9/12/2001,279.00,31.84
9/13/2001,280.25,31.84
9/14/2001,285.75,31.84
9/17/2001,293.25,41.76
9/18/2001,289.40,38.87
9/19/2001,288.10,40.56
9/20/2001,288.50,43.74
9/21/2001,292.50,42.66
9/24/2001,288.20,37.75
9/25/2001,288.00,35.81
9/26/2001,291.45,35.26
9/27/2001,289.80,34.00
9/28/2001,293.10,31.93
10/1/2001,290.60,32.32
10/2/2001,291.65,31.18
10/3/2001,290.10,31.34
10/4/2001,290.35,31.97
10/5/2001,291.20,33.39
10/8/2001,291.85,35.12
10/9/2001,290.00,34.83
10/10/2001,287.15,31.60
10/11/2001,281.85,31.50
10/12/2001,281.80,35.27
10/15/2001,281.85,35.31
10/16/2001,281.10,32.88
10/17/2001,281.60,35.08
10/18/2001,281.00,34.95
10/19/2001,279.15,34.11
10/22/2001,275.90,32.25
10/23/2001,276.05,32.00
10/24/2001,275.50,30.95
10/25/2001,276.70,29.46
10/26/2001,277.25,28.42
10/29/2001,278.60,31.64
10/30/2001,280.40,33.46
10/31/2001,278.75,33.56
